"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"API-CLM-007.

    The order is recomputed in Python and compared, rather than spot-checking the
    first and last rows - a spot check passes on a list that is wrong in the
    middle.
    ","12","test_sorting_orders_the_results[amount-ascending]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"Allure requires a FULL match, and a stack trace is never one line.

    Asserted for every pattern rather than for the one that was found broken:
    the next category somebody adds will be written by copying one of these, and
    a missing ``(?s)`` fails silently - the report keeps rendering, it simply
    stops classifying anything.
    ","1","test_every_pattern_can_match_across_a_multi_line_value[Contract violation (response did not match its model)]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"","1","test_masked_report_block_contains_no_secrets","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"UI-AUTH-001 - the canonical happy path.","337","test_a_customer_can_sign_in[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_login","",""
"Removing each field in turn, so no field is 'required' only in the docs.","6","test_every_required_field_is_actually_required[incident_date]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Regression test for empty artefact logs.

    Setting the LOGGER to INFO drops debug records before any handler sees them,
    so every per-test log file ends up empty - which is discovered at the worst
    possible moment, while triaging a real failure. The logger stays at DEBUG and
    only the console is levelled.
    ","0","test_debug_detail_reaches_the_files_even_when_the_console_is_quiet","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"Allure requires a FULL match, and a stack trace is never one line.

    Asserted for every pattern rather than for the one that was found broken:
    the next category somebody adds will be written by copying one of these, and
    a missing ``(?s)`` fails silently - the report keeps rendering, it simply
    stops classifying anything.
    ","0","test_every_pattern_can_match_across_a_multi_line_value[Product defect]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"DB-CLM-003 - and the update timestamp moves.","47","test_updating_a_draft_is_persisted","tests.db","2026-08-20","passed","2026-08-20","","test_claim_persistence","",""
"DB-AUDIT-003 - attribution, resolved to real users.

    The customer submits; the adjuster reviews and approves. Recording the wrong
    actor would be worse than recording none - it implicates somebody who did not
    act.
    ","61","test_each_audit_row_names_the_actor_who_caused_it","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","30","test_illegal_transitions_are_refused[SUBMITTED-cannot-submit]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"UI-FORM-005 - a business rule surfaced in the interface.

    Uses the 2 500.00 policy and exceeds it by one cent, so the failure can only
    be the coverage limit and not the adjuster approval limit, which sits higher.
    ","209","test_an_amount_over_the_policy_coverage_limit_is_rejected[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_form","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","57","test_illegal_transitions_are_refused[UNDER_REVIEW-cannot-start_review]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"","1","test_the_environment_block_is_sorted_so_two_runs_can_be_diffed","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"``days_ago=0`` is what the ""an incident dated today is accepted"" test sends.","0","test_zero_days_ago_is_the_boundary_value_itself","tests.framework","2026-08-20","passed","2026-08-20","","test_clock","",""
"API-STATE-001 - each documented edge, exercised in isolation.

    Driven from the same table that generates the negative matrix, so the positive
    and negative sets can never drift apart from each other.
    ","23","test_every_published_transition_is_accepted[DRAFT-submit-SUBMITTED]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"Allure requires a FULL match, and a stack trace is never one line.

    Asserted for every pattern rather than for the one that was found broken:
    the next category somebody adds will be written by copying one of these, and
    a missing ``(?s)`` fails silently - the report keeps rendering, it simply
    stops classifying anything.
    ","0","test_every_pattern_can_match_across_a_multi_line_value[Skipped by configuration]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"Two ids sharing a long prefix must not collapse onto one directory.

    Parametrised tests routinely produce node ids longer than the Windows path
    limit. Truncating alone would let two tests overwrite each other's evidence -
    so truncation carries a hash of the full id.
    ","1","test_long_node_ids_are_truncated_but_stay_unique","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"Prevents the classic ``//api/v1`` double-slash 404 that looks like a real bug.","1","test_trailing_slash_is_stripped_from_urls","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"The inside edge of the future-date rule: today is not the future.","10","test_an_incident_dated_today_is_accepted","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"A wait budgeted at 2s must not take 2.5s because of a final sleep.","0","test_never_sleeps_past_the_deadline","tests.framework","2026-08-20","passed","2026-08-20","","test_readiness","",""
"API-CLM-004, across every status the enum defines.

    Parametrised over the enum rather than a hand-picked list, so a new status
    cannot be added without being covered here.
    ","6","test_filtering_by_status_returns_only_that_status[REJECTED]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-AUTH-005.

    The client here has never logged in. That is the whole point: in Phase 3 this
    exact check passed against a *shared* client because a leftover session cookie
    authenticated it. See ADR 0007.
    ","3","test_a_protected_endpoint_rejects_an_anonymous_request","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"API-CLM-009 - **specification corrected by this test.**

    The Phase 1 matrix originally specified ``DELETE -> 204, then GET -> 404``.
    The application returns ``200`` with ``status=WITHDRAWN``, and on
    investigation the *specification* was wrong:

    * ``WITHDRAWN`` is a published value of the status enum;
    * the list endpoint returns withdrawn claims and accepts ``?status=WITHDRAWN``.

    A detail endpoint returning 404 for a resource the list endpoint happily
    returns is incoherent, and it would also hide a claim from the customer who
    withdrew it. Withdrawal is a state transition, not a deletion - so the row
    stays, the audit trail records it, and the resource stays readable.

    The soft delete itself is proven by DB-CLM-004, because only the database can
    show that the row survived rather than being removed.
    ","21","test_withdrawing_a_draft_moves_it_to_withdrawn_and_keeps_it_visible","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"UI-AUTHZ-001 - checked in the table, where a scoping bug would show first.","169","test_a_customer_never_sees_another_customers_claim[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_workflow","",""
"Fail at session start with a clear message, not mid-run as a mystery.","1","test_out_of_range_values_fail_fast[HTTP_TIMEOUT_SECONDS-0]","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"A leaked handler would bleed one test's output into every later test's file.","0","test_the_handler_is_removed_even_when_the_test_raises","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"API-AUTH-004.

    Asserting *which* field was rejected, not merely that something was. A test
    that only checks for 422 passes even when the API rejects the wrong field.
    ","3","test_malformed_login_payloads_are_rejected_by_field[email-empty]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"","0","test_run_id_can_be_folded_in_to_separate_concurrent_runs","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"API-CLM-014. One cent is the smallest legal value; it must not be rounded away.","13","test_the_smallest_payable_amount_is_accepted","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"E2E-001 - one action, three independent confirmations.

    The browser is the *only* thing that acts here. The API and the database are
    then asked, independently, what happened. If any layer disagreed - a value
    displayed but not sent, sent but not stored, stored under a different
    reference - this is the test that would catch it.
    ","369","test_a_claim_filed_in_the_browser_is_visible_to_the_api_and_the_database[chromium]","tests.e2e","2026-08-20","passed","2026-08-20","","test_claim_lifecycle","",""
"Probe first, then check the clock - otherwise an up service could still fail.","0","test_a_zero_timeout_still_gives_the_probe_one_attempt","tests.framework","2026-08-20","passed","2026-08-20","","test_readiness","",""
"","5","test_non_numeric_amounts_are_rejected[empty]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"A malformed regex here disables triage silently - Allure just stops matching.","0","test_the_categories_file_is_valid_json_and_every_regex_compiles","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"Proves the risk is real rather than theoretical.

    If UTC and the local date were always identical this module would be
    pointless. They are not: the difference is exactly what the container and
    the developer's laptop discovered, so the possibility is asserted here
    instead of being taken on trust.
    ","1","test_utc_and_local_can_genuinely_disagree","tests.framework","2026-08-20","passed","2026-08-20","","test_clock","",""
"Stability is the feature: it lets you compare a test's requests over time.","0","test_request_id_is_stable_across_runs","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"API-AUTH-006. Every malformed shape must land on 401, never 500.","3","test_malformed_authorization_headers_are_rejected[three-segments-but-garbage]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"Reporting must never be able to fail the thing it reports on.","0","test_a_missing_build_number_does_not_crash_the_run","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"The header, the fixture and the report must all print the same number.","0","test_the_derived_seed_is_stable_for_a_given_run","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"Otherwise every run generates identical data and a collision hides forever.","0","test_different_runs_get_different_seeds","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"UI-CLM-004 - every visible chip must match the selected filter.","151","test_filtering_by_status_shows_only_that_status[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claims_list","",""
"TLS 1.0 and 1.1 must never be explicitly re-enabled here.

    This assertion used to be ``minimum_version >= TLSv1_2`` and it failed the
    moment the suite ran in a container:

        assert <TLSVersion.MINIMUM_SUPPORTED: -2> >= <TLSVersion.TLSv1_2: 771>

    Both environments are secure. ``MINIMUM_SUPPORTED`` means ""whatever this
    OpenSSL build's system policy allows"", which on Ubuntu 24.04 is TLS 1.2 -
    the platform simply expresses the same guarantee with a different value.

    So the original test was asserting a **platform default**, not a property of
    this framework, and it would keep breaking on every OS whose OpenSSL is
    configured differently. What this module actually controls is that it does
    not *weaken* anything, and that is what is asserted now: the two obsolete
    versions are never explicitly selected.
    ","0","test_the_shared_context_refuses_obsolete_protocols","tests.framework","2026-08-20","passed","2026-08-20","","test_tls","",""
"UI-AUTH-004.

    Sign-out must actually invalidate the browser session, not merely redirect.
    So after signing out the test navigates *back* to a protected page: if the
    session survived, the dashboard would render and this would fail.
    ","225","test_signing_out_ends_the_session[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_login","",""
"Windows rejects these outright; Linux allows some of them and then surprises you.","1","test_characters_illegal_in_a_windows_path_are_removed[tests/api/test_x.py::test_star[*]]","tests.framework","2026-08-20","passed","2026-08-20","test_characters_illegal_in_a_windows_path_are_removed[tests/api/test_x.py","test_artifacts","",""
"","1","test_different_tests_get_different_request_ids","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"UI-CLM-011 - the most interesting test in the browser suite.

    The button is offered on purpose. Buttons are rendered from the claim's
    *status* and the caller's *role*; the approval limit is enforced when the
    action is taken. Hiding the button instead would move authorisation into a
    template - where it is unenforceable, untestable through the interface, and
    trivially bypassed by anyone who can issue an HTTP request.

    So the test asserts all three things that matter: the button is there, the
    attempt is refused with a message the user can act on, and **the claim did not
    move**. Only the third one catches a refusal that changed state anyway.
    ","320","test_the_approve_button_is_offered_but_the_server_refuses_over_the_limit[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_workflow","",""
"Not even in CI, and this is the important one.

    A browser shares a machine with a compositor and a renderer, so a retry
    there answers a real question. An API or database test that fails
    intermittently is not flaky, it is **wrong** - a race, a shared-state
    assumption, a real product defect - and retrying it deletes the evidence.
    ","0","test_api_and_database_tests_are_never_retried[api]","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"DB-SEC-001 - one query, and it catches hashing being disabled entirely.

    Checked two ways: the seeded password appears in no ``password_hash``, and the
    stored value carries a bcrypt prefix. The first catches a no-op hash; the
    second catches a hash that is present but not the algorithm intended.
    ","4","test_passwords_are_never_stored_in_plaintext","tests.db","2026-08-20","passed","2026-08-20","","test_claim_persistence","",""
"The dangerous failure mode: evidence that looks real and is misattributed.","0","test_the_recorder_does_not_leak_into_the_next_test","tests.framework","2026-08-20","passed","2026-08-20","","test_recording","",""
"A headed browser on a CI agent waits forever for a display that never exists.","1","test_ci_forces_headless_even_if_asked_otherwise","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"API-STATE-001 - each documented edge, exercised in isolation.

    Driven from the same table that generates the negative matrix, so the positive
    and negative sets can never drift apart from each other.
    ","66","test_every_published_transition_is_accepted[APPROVED-pay-PAID]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-CLM-004, across every status the enum defines.

    Parametrised over the enum rather than a hand-picked list, so a new status
    cannot be added without being covered here.
    ","7","test_filtering_by_status_returns_only_that_status[PAID]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"","1","test_dotenv_file_is_read_when_provided","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"A thousand-request test must not turn its evidence into a memory problem.

    Truncating silently would be worse than not recording at all: a reader would
    draw conclusions from a timeline that quietly began in the middle.
    ","0","test_history_is_bounded_and_says_what_it_dropped","tests.framework","2026-08-20","passed","2026-08-20","","test_recording","",""
"API-CLM-004, across every status the enum defines.

    Parametrised over the enum rather than a hand-picked list, so a new status
    cannot be added without being covered here.
    ","7","test_filtering_by_status_returns_only_that_status[WITHDRAWN]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"DB-AUDIT-004 - an attempt is not a transition.

    Recording refused attempts in the same table would falsify the history: a
    reader could no longer tell what happened from what was merely tried.
    ","33","test_a_refused_transition_writes_no_audit_row","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"500 passing tests must not leave 500 empty directories.","0","test_directories_are_created_lazily","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"","10","test_non_numeric_amounts_are_rejected[scientific-notation]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"","5","test_page_numbers_below_one_are_rejected[-1]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Windows rejects these outright; Linux allows some of them and then surprises you.","0","test_characters_illegal_in_a_windows_path_are_removed[tests/ui/test_x.py::test_quote[""value""]]","tests.framework","2026-08-20","passed","2026-08-20","test_characters_illegal_in_a_windows_path_are_removed[tests/ui/test_x.py","test_artifacts","",""
"Authorisation expressed as an interface constraint.

    The customer holds POL-1001 and POL-1002; POL-2001 belongs to somebody else
    and must not be selectable. The server enforces this too - the browser check
    proves a user cannot even be led into the mistake.
    ","21","test_the_form_only_offers_policies_the_customer_holds[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_form","",""
"","1","test_unknown_environment_is_rejected","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"API-STATE-001 - each documented edge, exercised in isolation.

    Driven from the same table that generates the negative matrix, so the positive
    and negative sets can never drift apart from each other.
    ","35","test_every_published_transition_is_accepted[UNDER_REVIEW-approve-APPROVED]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"UI-CLM-009 - the history a compliance reviewer would actually read.","155","test_the_audit_trail_is_visible_and_complete[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_workflow","",""
"API-CLM-004, across every status the enum defines.

    Parametrised over the enum rather than a hand-picked list, so a new status
    cannot be added without being covered here.
    ","6","test_filtering_by_status_returns_only_that_status[APPROVED]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-AUTH-004.

    Asserting *which* field was rejected, not merely that something was. A test
    that only checks for 422 passes even when the API rejects the wrong field.
    ","3","test_malformed_login_payloads_are_rejected_by_field[email-malformed]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"API-CLM-010 / 011.","5","test_non_positive_amounts_are_rejected[negative-one-cent]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-CLM-017.","6","test_creating_a_claim_against_an_unknown_policy_is_rejected","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"An unbounded page size is a denial-of-service vector, not a convenience.","9","test_page_size_boundaries[size-maximum]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"The whole point: one context, not one per client.

    Identity, not equality - two distinct-but-equivalent contexts would still pay
    the construction cost this exists to avoid.
    ","0","test_the_context_is_built_once_and_reused","tests.framework","2026-08-20","passed","2026-08-20","","test_tls","",""
"E2E-002 - the money journey, from a click to the ledger.

    Arranged through the API, decided in the browser, verified in the database.
    That split is the point: the expensive browser interaction covers only the
    step this test is actually about.
    ","817","test_a_claim_approved_in_the_browser_is_paid_correctly_in_the_ledger[chromium]","tests.e2e","2026-08-20","passed","2026-08-20","","test_claim_lifecycle","",""
"API-AUTH-006. Every malformed shape must land on 401, never 500.","4","test_malformed_authorization_headers_are_rejected[empty]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"References are user-facing identifiers; a collision is a real incident.","57","test_each_claim_receives_a_distinct_reference","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"DB-INT-001.

    A foreign key should make this impossible - which is exactly why it is worth
    asserting. ""There is a constraint"" and ""the constraint is valid and enforced""
    are different statements, and a migration that dropped one would go unnoticed
    until the data was already wrong.
    ","4","test_no_audit_row_points_at_a_missing_claim","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"API-AUTHZ-005.

    Also asserts the claim did **not** move. A refusal that still changes state is
    worse than no refusal at all, and a test that only checks the status code
    would miss it entirely.
    ","37","test_an_adjuster_may_not_approve_above_the_limit[one-cent-above-limit]","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"WITHDRAWN is terminal - reached by DELETE, and a dead end thereafter.","22","test_a_withdrawn_claim_accepts_no_transition[submit]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","96","test_illegal_transitions_are_refused[PAID-cannot-pay]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"Past the last page is empty, not an error - clients paginate blindly.","7","test_a_page_beyond_the_end_returns_an_empty_page","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-CLM-004, across every status the enum defines.

    Parametrised over the enum rather than a hand-picked list, so a new status
    cannot be added without being covered here.
    ","9","test_filtering_by_status_returns_only_that_status[DRAFT]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"The file we tell people to copy must produce a valid configuration.

    Added after `.env.example` shipped `FAKER_SEED=` with an empty value, which
    failed integer parsing - so the documented first step, `cp .env.example .env`,
    produced a framework that could not start.
    ","4","test_the_shipped_env_example_actually_loads","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"","0","test_node_id_becomes_a_safe_directory_name","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"Sort parameters are an allow-list, never a passthrough to a column name.

    A sort parameter interpolated into SQL is a classic injection point, and one
    that leaks data even without injection: sorting by a column you cannot see
    still reveals its ordering.
    ","7","test_sorting_by_an_unpermitted_field_is_rejected[unlisted-column]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-CLM-007.

    The order is recomputed in Python and compared, rather than spot-checking the
    first and last rows - a spot check passes on a list that is wrong in the
    middle.
    ","14","test_sorting_orders_the_results[amount-descending]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-AUTH-003 - a user-enumeration check.

    If ""no such account"" and ""wrong password"" produce different responses, anyone
    can discover which email addresses are registered by watching the difference.
    Status code, message and timing-independent body must all match.
    ","69","test_unknown_user_and_wrong_password_are_indistinguishable","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"","4","test_non_numeric_amounts_are_rejected[whitespace]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-CLM-015.

    Silently rounding money is the defect being guarded against. If the API
    accepted 1.005 and stored 1.01, the customer's records and the insurer's would
    disagree by a cent per claim - and nobody would notice until reconciliation.
    ","4","test_amounts_with_more_than_two_decimal_places_are_rejected_not_rounded[sub-cent]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-CLM-018. Malformed input is 422; well-formed-but-absent is 404.","5","test_a_malformed_identifier_is_a_validation_error[not-a-uuid]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"DB-AUDIT-001.

    Counted, not merely checked for presence. A retry that writes two rows for one
    transition corrupts the history exactly as badly as writing none, and only a
    count can tell the difference.
    ","52","test_every_transition_writes_exactly_one_audit_row","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"DB-INT-005 - the amount paid equals the amount approved.

    A payout that drifted from its claim is the shape a rounding bug takes once it
    reaches production.
    ","5","test_no_payout_disagrees_with_its_claim","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","91","test_illegal_transitions_are_refused[PAID-cannot-start_review]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"","5","test_non_numeric_amounts_are_rejected[comma-decimal-separator]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"A quarantined test must never outrank a real failure, even a smoke one.","0","test_severity_reflects_triage_order[markers1-normal]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"API-AUTH-006. Every malformed shape must land on 401, never 500.","3","test_malformed_authorization_headers_are_rejected[scheme-only]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"UI-CLM-007 - an action taken in the browser changes real state.","235","test_a_customer_can_submit_their_draft[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_workflow","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","48","test_illegal_transitions_are_refused[APPROVED-cannot-submit]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"Real environments exist where an SDET has no database access at all.

    The suite must still be runnable there - db-marked tests skip with a reason.
    ","0","test_database_may_be_disabled_entirely","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"","13","test_searching_by_reference_finds_exactly_that_claim","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"Zero is a seed, not ""unset"".

    Written because `if configured:` would silently ignore it, and the failure
    would be invisible: the run would still work, simply not with the seed the
    person asked for.
    ","1","test_a_configured_seed_of_zero_is_honoured","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","28","test_illegal_transitions_are_refused[SUBMITTED-cannot-reject]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"","1","test_path_for_returns_a_file_inside_the_test_directory","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"API-CLM-016 - all four edges of the accepted range.","3","test_description_length_boundaries[one-below-minimum]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"The control from ADR 0003, tested rather than assumed.

    Every claim this framework makes about not writing to the database rests on
    this. An untested safety control is a belief, and beliefs about permissions
    are wrong surprisingly often - a well-meaning ``GRANT ALL`` during an incident
    is all it takes.

    The failure is raised as a ``DatabaseError``, not an ``AssertionError``,
    because being refused is the framework working correctly rather than the
    product misbehaving.
    ","1","test_the_qa_role_cannot_modify_anything[truncate]","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"API-CLM-019. The distinction from the previous test is the whole point.","6","test_a_well_formed_but_unknown_identifier_is_not_found","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"DB-INT-007 - asserted against ``information_schema``, not against rows.

    This is the test that catches the defect *before* it produces a wrong value.
    A column declared ``double precision`` behaves correctly for most amounts and
    then, one day, cannot represent one - by which point the wrong number is
    already in the ledger.

    Scale is asserted too: ``NUMERIC`` without a scale would accept three decimal
    places and store them, quietly turning a validation rule into a suggestion.
    ","15","test_money_is_stored_as_exact_numeric_not_floating_point","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"","4","test_non_numeric_amounts_are_rejected[text]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"A quarantined test must never outrank a real failure, even a smoke one.","0","test_severity_reflects_triage_order[markers2-normal]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"","8","test_an_administrator_can_list_users","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"DB-PAY-001.","50","test_paying_a_claim_writes_exactly_one_payout_for_the_right_amount","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"API-STATE-006. Editing a settled claim would desynchronise it from its payout.","89","test_a_paid_claim_cannot_be_edited","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"A token response has no business carrying credential material.","66","test_the_login_response_does_not_leak_the_password_hash","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"Windows rejects these outright; Linux allows some of them and then surprises you.","0","test_characters_illegal_in_a_windows_path_are_removed[tests/api/test_x.py::test_pipe[a|b]]","tests.framework","2026-08-20","passed","2026-08-20","test_characters_illegal_in_a_windows_path_are_removed[tests/api/test_x.py","test_artifacts","",""
"API-AUTH-006. Every malformed shape must land on 401, never 500.","2","test_malformed_authorization_headers_are_rejected[lowercase-scheme-garbage-token]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"API-CLM-001.

    Validating against ClaimModel checks every documented field's presence, type
    and name in one line - and, because the model forbids extras, fails if an
    undocumented field appears.
    ","18","test_creating_a_claim_returns_the_full_contract","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-AUTHZ-006 - the escalation path exists and works.

    Without this, the previous test would be satisfied by an API that refuses
    large approvals to everybody, which is a different product entirely.
    ","37","test_an_administrator_may_approve_above_the_adjuster_limit","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"API-CLM-015.

    Silently rounding money is the defect being guarded against. If the API
    accepted 1.005 and stored 1.01, the customer's records and the insurer's would
    disagree by a cent per claim - and nobody would notice until reconciliation.
    ","6","test_amounts_with_more_than_two_decimal_places_are_rejected_not_rounded[three-decimals]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","45","test_illegal_transitions_are_refused[APPROVED-cannot-approve]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"One shared file would interleave lines from parallel processes and lose some.","0","test_each_worker_writes_its_own_log_file","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"Being staff is not the same as being an administrator.","11","test_an_adjuster_cannot_administer_users","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
